symbol,entry_ms,exit_ms,direction,entry_z,entry_price,exit_price,gross_ret,gross_pnl_usd,fee_usd,pnl_usd
SOLUSDT,1682535600000,1682553600000,1,1.17053508,21.09000000,21.96000000,0.0412517781,412.5178,24.0000,388.5178
SOLUSDT,1683507600000,1683525600000,1,1.03623966,21.13000000,21.30000000,0.0080454330,80.4543,24.0000,56.4543
SOLUSDT,1683684000000,1683702000000,1,1.10838936,20.66000000,20.54000000,-0.0058083253,-58.0833,24.0000,-82.0833
SOLUSDT,1683727200000,1683745200000,1,1.02481216,21.10000000,20.96000000,-0.0066350711,-66.3507,24.0000,-90.3507
SOLUSDT,1683752400000,1683770400000,1,1.22498169,20.89000000,20.71000000,-0.0086165629,-86.1656,24.0000,-110.1656
SOLUSDT,1683810000000,1683828000000,1,1.04100129,20.19000000,20.13000000,-0.0029717682,-29.7177,24.0000,-53.7177
SOLUSDT,1684940400000,1684958400000,-1,-1.02604859,19.17000000,19.31000000,-0.0073030777,-73.0308,24.0000,-97.0308
SOLUSDT,1684983600000,1685001600000,-1,-1.03445260,19.37000000,19.28000000,0.0046463604,46.4636,24.0000,22.4636
SOLUSDT,1685124000000,1685142000000,-1,-1.06572168,19.45000000,19.35000000,0.0051413882,51.4139,24.0000,27.4139
SOLUSDT,1685167200000,1685185200000,-1,-1.00198669,19.60000000,19.48000000,0.0061224490,61.2245,24.0000,37.2245
SOLUSDT,1685217600000,1685235600000,-1,-1.08241412,19.82000000,20.60000000,-0.0393541877,-393.5419,24.0000,-417.5419
